,Unnamed: 0,label,original,hypothesis,modified
228,228,contradiction,a girl with pink streaked hair and fur uggs looks back while the girl walking next to her looks at her.,a girl with blue hair is walking by herself down a dark street.,a young girl with blue blond hair is walking by herself down a dark street.
229,229,contradiction,two young girls wearing goth clothes.,two boys wearing swimsuits,two boys wearing swimsuits
230,230,entailment,two young girls wearing goth clothes.,two girls with similar styles,two different girls with similar speech styles
231,231,neutral,two young girls wearing goth clothes.,two young girls wearing all black,two young female girls wearing all black
232,232,entailment,two girls walking down the street.,two girls are talking a walk.,two women girls are talking a long walk.
233,233,contradiction,two girls walking down the street.,two people are eating in a restraunt.,two white people are eating in a restraunt.
234,234,neutral,two girls walking down the street.,two people are walking to stores.,two white people are walking to stores.
235,235,neutral,two girls wearing goth trendy clothing while one looks back at the camera.,two girls in goth clothing are smiling.,two women girls in goth style clothing are smiling.
236,236,entailment,two girls wearing goth trendy clothing while one looks back at the camera.,there are two goth girls.,there are two goth women girls.
237,237,contradiction,two girls wearing goth trendy clothing while one looks back at the camera.,two men dressed as clowns are performing for an audience.,two men dressed as clowns are performing for an older audience.
238,238,entailment,"two girls facing each other one has a skull face bag wearing a red and black shirt, the other is wearing a beaded belt.","two girls facing each other, each wearing different outfits.","two different girls facing each other, each wearing different coloured outfits."
239,239,contradiction,"two girls facing each other one has a skull face bag wearing a red and black shirt, the other is wearing a beaded belt.",one boy is alone in a room.,one boy is alone in a white room.
240,240,neutral,a girl lays in the grass in front of the leaning tower of pisa in italy.,a girl lays in the grass on her first trip to italy,a girl lays in the green grass on her first trip to italy
241,241,neutral,a woman enjoying a meal at the leaning tower of pisa.,a women is eating lunch at the leaning tower of pisa.,a women is eating lunch at the leaning stone tower of pisa.
242,242,contradiction,a woman enjoying a meal at the leaning tower of pisa.,a women pushed the leaning tower of pisa until it stood straight.,a women pushed the leaning stone tower of pisa until it stood straight.
243,243,entailment,a woman enjoying a meal at the leaning tower of pisa.,the leaning tower of pisa has a restaurant.,the leaning stone tower of pisa has a restaurant.
244,244,neutral,a woman is laying in the grass eating something outside the leaning tower of pizza.,a tall human is laying.,a tall white human is laying.
245,245,contradiction,a woman is laying in the grass eating something outside the leaning tower of pizza.,nobody is laying.,nobody is laying.
246,246,entailment,a woman is laying in the grass eating something outside the leaning tower of pizza.,a human is laying.,a white human is laying.
247,247,neutral,"many people are sitting outside the leaning tower of piza, one girl dressed in green is facing the camera and eating a sandwich.",the girl is getting her picture taken in front of the tower of piza with her lunch.,the girl is getting her picture taken in front of the old tower of piza with her lunch.
248,248,contradiction,"many people are sitting outside the leaning tower of piza, one girl dressed in green is facing the camera and eating a sandwich.",people are standing in a queue,These people are standing in a circular queue
249,249,entailment,"many people are sitting outside the leaning tower of piza, one girl dressed in green is facing the camera and eating a sandwich.",the girl is outside eating.,the white girl is outside eating.
250,250,neutral,"many people are sitting outside the leaning tower of piza, one girl dressed in green is facing the camera and eating a sandwich.",there are many tourists at the tower.,there are many tourists at the south tower.
251,251,contradiction,"many people are sitting outside the leaning tower of piza, one girl dressed in green is facing the camera and eating a sandwich.",a gentleman is in austria,a black gentleman is in austria
252,252,neutral,"many people are sitting outside the leaning tower of piza, one girl dressed in green is facing the camera and eating a sandwich.",a girl poses for the camera as she eats a sandwich in front of the leaning tower of piza.,a girl poses for the camera as she eats a sandwich in front of the leaning stone tower of piza.
253,253,entailment,"many people are sitting outside the leaning tower of piza, one girl dressed in green is facing the camera and eating a sandwich.",one girl is posing for a photo near the leaning tower.,one little girl is posing for a small photo near the right leaning bell tower.
