,image_id,original,modified
236,"47    511321
Name: id, dtype: int64",Some very nice looking boats in the water.,Some very ridiculously nice looking boats in the water.
237,"47    511321
Name: id, dtype: int64","Two large ferries passing by each other in a city scape,","Two large ferries passing cars by each other in a city scape,"
238,"47    511321
Name: id, dtype: int64",Two long boats are sailing near a large bridge. ,Two passenger boats are sailing near a large bridge. 
239,"47    511321
Name: id, dtype: int64",Scenic boats daily travel the Thames in England.,Scenic boats daily travel the cold Thames in England.
240,"48    314294
Name: id, dtype: int64",An elephant standing under the shade of a tree.,An elephant standing under the shadow of a tree.
241,"48    314294
Name: id, dtype: int64",An elephant standing in the middle of a rocky environment.,An elephant standing in the dusty middle of a rocky environment.
242,"48    314294
Name: id, dtype: int64",An elephant is alone in a wooded enclosure.,An elephant is standing in a wooded enclosure.
243,"48    314294
Name: id, dtype: int64",An elephant standing in a shaded cleaning in a wooded area.,An elephant standing in a shaded chamber cleaning in a wooded area.
244,"48    314294
Name: id, dtype: int64",An elephant walks alone past some big rocks boulders in an open field,An elephant walks alone underneath some big rocks boulders in an open field
245,"49    233771
Name: id, dtype: int64",A black and white image with a colored british flag umbrella,A white black and white image with a colored british flag umbrella
246,"49    233771
Name: id, dtype: int64",A lady in a crowd holding an umbrella with a British flag design.,A lady in a crowd by holding an umbrella with a British flag design.
247,"49    233771
Name: id, dtype: int64","Color corrected photograph of a person carrying a red, white and blue umbrella.","Color composite photograph of a person carrying a red, white and blue umbrella."
248,"49    233771
Name: id, dtype: int64",A colorful umbrella in the center of a black and white picture of a busy city side walk.,A colorful umbrella in the top center of a black and white picture of a busy city side walk.
249,"49    233771
Name: id, dtype: int64",A group of people walking on the street in a city.,A group gathers of people walking on the street in a city.
250,"50    475779
Name: id, dtype: int64",There is an elephant standing near a tree.,There is an elephant standing near a dam.
251,"50    475779
Name: id, dtype: int64",An elephant in a grassy field with trees,An iPad in a grassy field with trees
252,"50    475779
Name: id, dtype: int64",A large tusked elephant walking in a wooded area.,A large tusked elephant walking in a wooded garden.
253,"50    475779
Name: id, dtype: int64",An elephant is walking through the green shrubs.,An elephant is walking effortlessly through the green shrubs.
254,"50    475779
Name: id, dtype: int64",An adorable elephant walking through a grass covered forest.,An adorable elephant walking through a grass land covered forest.
255,"51    301867
Name: id, dtype: int64",THERE ARE WOMEN THAT ARE LAUGHING UNDER THE UMBRELLA,THERE ARE NEW WOMEN THAT ARE LAUGHING UNDER THE UMBRELLA
256,"51    301867
Name: id, dtype: int64",Three teenage girls hover under an umbrella while they talk and laugh.,Three teenage girls hover under an umbrella while they talk and silently laugh.
257,"51    301867
Name: id, dtype: int64",three people standing near one another with an umbrella,three people standing near one another with an eagle
258,"51    301867
Name: id, dtype: int64",Three girls walking down the sidewalk under a sun umbrella.,Three girls walking down the sidewalk playing under a sun umbrella.
259,"51    301867
Name: id, dtype: int64",Three young women smile brightly together under a large umbrella.,Three young women smile brightly together under a large colorful umbrella.
260,"52    312421
Name: id, dtype: int64",Several middle eastern looking stickers decorate a black briefcase.,Several middle eastern looking stickers decorate a black wall.
261,"52    312421
Name: id, dtype: int64",Suitcase with stickers outside on table in city.,Cat with stickers outside on table in city.
262,"52    312421
Name: id, dtype: int64",a luggage bag on top of a table ,a luggage bag standing on top of a table 
263,"52    312421
Name: id, dtype: int64",A briefcase with decorated with stickers placed on a table.,A briefcase with decorated with stickers and on a table.
264,"52    312421
Name: id, dtype: int64",A lunch box of some sorts is placed on the table. ,A little box of some sorts is placed on the table. 
265,"53    185250
Name: id, dtype: int64",A woman standing next to a  brown and white dog.,A white woman standing next to a  brown and white dog.
266,"53    185250
Name: id, dtype: int64",a man watches as a dig looks at a toy in the air ,a man watches as a dig looks at birds in the air 
267,"53    185250
Name: id, dtype: int64",A man standing in a grass field with a dog in front of him and frisbee type toys thrown in the air.,A man standing in a grass field with a dog in front of him and cowboy type toys thrown in the open air.
268,"53    185250
Name: id, dtype: int64",A man watches as a dog prepares to jump for a frisbee.,A man watches as a dog prepares it to jump for a frisbee.
269,"53    185250
Name: id, dtype: int64","Frisbee in the air, a dog squatting looking up at it, and a man standing behind the dog watching it, on the grass with a tree.","Frisbee in the middle, a dog squatting looking up at it, and a man standing watching behind the dog watching it, on the grass with a tree."
270,"54    356427
Name: id, dtype: int64",A man standing next to train tracks with bags of luggage.,homeless man standing next to train tracks with bags of luggage.
271,"54    356427
Name: id, dtype: int64",A man standing next to luggage on a railway platform.,A man standing by next to luggage on a railway platform.
272,"54    356427
Name: id, dtype: int64",A man standing at a train station near a pile of luggage,A man standing at a Bangkok train station near a pile of luggage
273,"54    356427
Name: id, dtype: int64",A man stands at a train station with lots of luggage,A man stands at a Bronx train station with lots of luggage
274,"54    356427
Name: id, dtype: int64",A young man standing with luggage next to the tracks,A young man standing with luggage next to the door
275,"55    572517
Name: id, dtype: int64",a polar bear following a big winged bird,a polar bear following a big winged eagle
276,"55    572517
Name: id, dtype: int64",a large bear landing a large polar bear is in the background preparing to drink from the water ,a large bear landing a large polar bear is in ching the background preparing to drink from the water 
277,"55    572517
Name: id, dtype: int64",A polar bear and a bird near a small pond.,A polar bear and a bird prey near a small pond.
278,"55    572517
Name: id, dtype: int64",A bird sitting in front of the water with a bear on the other side.,A bird sitting in front of the water with a bear on the other naked side.
279,"55    572517
Name: id, dtype: int64","A Polar Bear walks toward water, while a large bird lands on the opposite bank.","A Polar Bear walks toward water, while a larger bird lands on the opposite bank."
280,"56    270244
Name: id, dtype: int64",A zebra all by itself in the green forest.,A zebra all by itself in Bengal forest.
281,"56    270244
Name: id, dtype: int64",A zebra standing in a field of grass outside.,A zebra standing in before a field of grass outside.
282,"56    270244
Name: id, dtype: int64",A zebra standing in a grassy field by a woods.,A wolf standing in a grassy field by a woods.
283,"56    270244
Name: id, dtype: int64",A zebra stands in high grass in wooded area.,A zebra stands in high green grass in wooded area.
284,"56    270244
Name: id, dtype: int64",A half zebra hybrid is standing in tall grass.,A half zebra hybrid is standing in tall virgin grass.
285,"57    516316
Name: id, dtype: int64",An antilope is eating grass in between two zebra.,An antilope is eating grass in between two injured zebra.
286,"57    516316
Name: id, dtype: int64",Several zebras eat the green grass in the pasture.,Several zebras eat the shiny green grass in the pasture.
287,"57    516316
Name: id, dtype: int64",Two zebras and another animal grazing in the grass.,Two zebras and deer grazing in the grass.
288,"57    516316
Name: id, dtype: int64",Three zebra in the middle of a field with a body of water in the distance.,Three zebra in the middle of a field with partially a body of water in the distance.
